ec_num	uniprot_id	opt	species	references	comments	opt_mean
2.5.1.82	Q97W92	6.0	Saccharolobus solfataricus	11790729	None	6.0
2.4.1.207	P93349	6.0	Nicotiana tabacum	14749488,17329246,17462775,17960871,19635745,20732879,20388532,20828871,23628624,25446234,27242828,31730960	#200# recombinant enzyme <100>; #66,130,131,132,133,134,135,136,138,139,140,141# xyloglucan endotransglucosylase assay <60>; #10# isozyme XTH26 <78>; #185# AtXTH13 <81>; #193# isozyme XTH15 exhibits an unusually broad pH optimum, inactive at pH 3.5 and below, xyloglucan endotransglucosylase activity <93>	6.0
2.4.1.207	Q40144	6.0	Solanum lycopersicum	14749488,17329246,17462775,17960871,19635745,20732879,20388532,20828871,23628624,25446234,27242828,31730960	#200# recombinant enzyme <100>; #66,130,131,132,133,134,135,136,138,139,140,141# xyloglucan endotransglucosylase assay <60>; #10# isozyme XTH26 <78>; #185# AtXTH13 <81>; #193# isozyme XTH15 exhibits an unusually broad pH optimum, inactive at pH 3.5 and below, xyloglucan endotransglucosylase activity <93>	6.0
2.4.1.207	P93671	6.0	Hordeum vulgare	14749488,17329246,17462775,17960871,19635745,20732879,20388532,20828871,23628624,25446234,27242828,31730960	#200# recombinant enzyme <100>; #66,130,131,132,133,134,135,136,138,139,140,141# xyloglucan endotransglucosylase assay <60>; #10# isozyme XTH26 <78>; #185# AtXTH13 <81>; #193# isozyme XTH15 exhibits an unusually broad pH optimum, inactive at pH 3.5 and below, xyloglucan endotransglucosylase activity <93>	6.0
3.2.1.91	Q59325	6.0	Acetivibrio thermocellus	15596428,17933945,23770555,25164344,29400405	#2# pH optimum using cellopentaose as substrate <109>	6.0
2.4.1.207	C0IRI3	6.0	Malus domestica	14749488,17329246,17462775,17960871,19635745,20732879,20388532,20828871,23628624,25446234,27242828,31730960	#200# recombinant enzyme <100>; #66,130,131,132,133,134,135,136,138,139,140,141# xyloglucan endotransglucosylase assay <60>; #10# isozyme XTH26 <78>; #185# AtXTH13 <81>; #193# isozyme XTH15 exhibits an unusually broad pH optimum, inactive at pH 3.5 and below, xyloglucan endotransglucosylase activity <93>	6.0
3.5.1.24	Q9KK62	5.0-7.0	Bifidobacterium longum subsp. Longum	30098054	None	6.0
2.4.1.215	Q7XU03	6.0	Oryza sativa Japonica Group	22811434	None	6.0
3.5.1.28	A6M970	6.0	Geobacillus virus E2	6152147,1967150,26075507	#47,48# recombinant isolated catalytic domain of PlyGVE2CpCWB <85>	6.0
3.5.1.28	F2VHX9	6.0	Clostridium phage phiCP26F	6152147,1967150,26075507	#47,48# recombinant isolated catalytic domain of PlyGVE2CpCWB <85>	6.0
3.2.1.97	Q833X5	6.0	Enterococcus faecalis	26847,9374,18725192,18559962,19562481	#14# optimum pH of the enzyme for Galbeta1-3GalNAcalpha1-pNP hydrolysis is at pH 6.0 and 9.0, whereas optimum pH for other substrates hydrolyzed is around pH 6.0 <27>	6.0
3.2.1.97	Q8XMJ5	6.0	Clostridium perfringens	26847,9374,18725192,18559962,19562481	#14# optimum pH of the enzyme for Galbeta1-3GalNAcalpha1-pNP hydrolysis is at pH 6.0 and 9.0, whereas optimum pH for other substrates hydrolyzed is around pH 6.0 <27>	6.0
2.4.1.207	Q6RHY0	6.0	Solanum lycopersicum	14749488,17329246,17462775,17960871,19635745,20732879,20388532,20828871,23628624,25446234,27242828,31730960	#200# recombinant enzyme <100>; #66,130,131,132,133,134,135,136,138,139,140,141# xyloglucan endotransglucosylase assay <60>; #10# isozyme XTH26 <78>; #185# AtXTH13 <81>; #193# isozyme XTH15 exhibits an unusually broad pH optimum, inactive at pH 3.5 and below, xyloglucan endotransglucosylase activity <93>	6.0
2.4.1.207	C0IRH7	6.0	Malus domestica	14749488,17329246,17462775,17960871,19635745,20732879,20388532,20828871,23628624,25446234,27242828,31730960	#200# recombinant enzyme <100>; #66,130,131,132,133,134,135,136,138,139,140,141# xyloglucan endotransglucosylase assay <60>; #10# isozyme XTH26 <78>; #185# AtXTH13 <81>; #193# isozyme XTH15 exhibits an unusually broad pH optimum, inactive at pH 3.5 and below, xyloglucan endotransglucosylase activity <93>	6.0
2.4.1.215	Q0JB48	6.0	Oryza sativa Japonica Group	22811434	None	6.0
2.5.1.89	Q9HH76	6.0	Sulfolobus acidocaldarius	11114943	None	6.0
3.2.1.4	O66064	6.0	Actinomyces sp. 40	1368541,8659894,9134711,11167135,10714996,11598241,16532315,16945565,18408068,18239944,18635283,19882113,19669599,9864341,19202281,24092451,24657377,23124341,26732336,25711741,11024518,28126846,26122986,29728880,30547216,28982013,29945583,29795644,30123929	#131,201# at 70°C <376,429>; #85# hydrolysis of carboxymethylcellulose <48>; #4# endoglucanase IV <12>; #49# endoglucanase E1 and E2 <15>; #85# enzyme form EGC and EGD <15>; #101# whole enzyme <41>; #142# activity with phosphoric acid-swollen cellulose <114>; #15# hydrolysis of carboxymethylcellulose, enzyme RCE2 <107>; #146# reaction barley beta-glucan <112>; #200# for the carboxymethyl cellulase activity <183>; #75# enzyme MgCel6A exhibits maximum activity at 85°C and pH 5.0 on carboxymethyl cellulose (CMC), but in prolonged incubations with the industrial substrate, the highest yields are obtained at 60°C, pH 6.0 <456>	6.0
2.4.1.207	Q9SLN9	6.0	Solanum lycopersicum	14749488,17329246,17462775,17960871,19635745,20732879,20388532,20828871,23628624,25446234,27242828,31730960	#200# recombinant enzyme <100>; #66,130,131,132,133,134,135,136,138,139,140,141# xyloglucan endotransglucosylase assay <60>; #10# isozyme XTH26 <78>; #185# AtXTH13 <81>; #193# isozyme XTH15 exhibits an unusually broad pH optimum, inactive at pH 3.5 and below, xyloglucan endotransglucosylase activity <93>	6.0
2.4.1.207	C0IRI1	6.0	Malus domestica	14749488,17329246,17462775,17960871,19635745,20732879,20388532,20828871,23628624,25446234,27242828,31730960	#200# recombinant enzyme <100>; #66,130,131,132,133,134,135,136,138,139,140,141# xyloglucan endotransglucosylase assay <60>; #10# isozyme XTH26 <78>; #185# AtXTH13 <81>; #193# isozyme XTH15 exhibits an unusually broad pH optimum, inactive at pH 3.5 and below, xyloglucan endotransglucosylase activity <93>	6.0
5.4.99.16	F5S1H2	6.0	Enterobacter hormaechei	16968068,17256953,19523196,22612301,29460000,27472444	#2# pH optimum for enzyme and for recombinant fusion protein with N-terminal beta-amylase of Clostridium thermofluorogenes and C-terminal trehalose synthase or vice versa <8>; #18# both the free and the immobilized enzyme exhibit an optimal reaction pH of 6.0 <21>; #30# recombinant surface-displayed TreS <42>	6.0
1.4.3.11	A0A1S6XWY4	6.0	Streptomyces mobaraensis	16708893,28251390	#1# immobilized L-GLOD <13>	6.0
2.4.1.207	C0IRH4	6.0	Malus domestica	14749488,17329246,17462775,17960871,19635745,20732879,20388532,20828871,23628624,25446234,27242828,31730960	#200# recombinant enzyme <100>; #66,130,131,132,133,134,135,136,138,139,140,141# xyloglucan endotransglucosylase assay <60>; #10# isozyme XTH26 <78>; #185# AtXTH13 <81>; #193# isozyme XTH15 exhibits an unusually broad pH optimum, inactive at pH 3.5 and below, xyloglucan endotransglucosylase activity <93>	6.0
3.2.1.4	Q9LAJ2	6.0	Clostridium cellulovorans	1368541,8659894,9134711,11167135,10714996,11598241,16532315,16945565,18408068,18239944,18635283,19882113,19669599,9864341,19202281,24092451,24657377,23124341,26732336,25711741,11024518,28126846,26122986,29728880,30547216,28982013,29945583,29795644,30123929	#131,201# at 70°C <376,429>; #85# hydrolysis of carboxymethylcellulose <48>; #4# endoglucanase IV <12>; #49# endoglucanase E1 and E2 <15>; #85# enzyme form EGC and EGD <15>; #101# whole enzyme <41>; #142# activity with phosphoric acid-swollen cellulose <114>; #15# hydrolysis of carboxymethylcellulose, enzyme RCE2 <107>; #146# reaction barley beta-glucan <112>; #200# for the carboxymethyl cellulase activity <183>; #75# enzyme MgCel6A exhibits maximum activity at 85°C and pH 5.0 on carboxymethyl cellulose (CMC), but in prolonged incubations with the industrial substrate, the highest yields are obtained at 60°C, pH 6.0 <456>	6.0
2.4.1.207	Q9FZ05	6.0	Solanum lycopersicum	14749488,17329246,17462775,17960871,19635745,20732879,20388532,20828871,23628624,25446234,27242828,31730960	#200# recombinant enzyme <100>; #66,130,131,132,133,134,135,136,138,139,140,141# xyloglucan endotransglucosylase assay <60>; #10# isozyme XTH26 <78>; #185# AtXTH13 <81>; #193# isozyme XTH15 exhibits an unusually broad pH optimum, inactive at pH 3.5 and below, xyloglucan endotransglucosylase activity <93>	6.0
3.2.1.91	W8P6D0	6.0	Teredinibacter turnerae	15596428,17933945,23770555,25164344,29400405	#2# pH optimum using cellopentaose as substrate <109>	6.0
3.2.1.4	Q1K5M0	6.0	Neurospora crassa	1368541,8659894,9134711,11167135,10714996,11598241,16532315,16945565,18408068,18239944,18635283,19882113,19669599,9864341,19202281,24092451,24657377,23124341,26732336,25711741,11024518,28126846,26122986,29728880,30547216,28982013,29945583,29795644,30123929	#131,201# at 70°C <376,429>; #85# hydrolysis of carboxymethylcellulose <48>; #4# endoglucanase IV <12>; #49# endoglucanase E1 and E2 <15>; #85# enzyme form EGC and EGD <15>; #101# whole enzyme <41>; #142# activity with phosphoric acid-swollen cellulose <114>; #15# hydrolysis of carboxymethylcellulose, enzyme RCE2 <107>; #146# reaction barley beta-glucan <112>; #200# for the carboxymethyl cellulase activity <183>; #75# enzyme MgCel6A exhibits maximum activity at 85°C and pH 5.0 on carboxymethyl cellulose (CMC), but in prolonged incubations with the industrial substrate, the highest yields are obtained at 60°C, pH 6.0 <456>	6.0
5.4.99.16	Q6L2Z7	6.0	Picrophilus torridus	16968068,17256953,19523196,22612301,29460000,27472444	#2# pH optimum for enzyme and for recombinant fusion protein with N-terminal beta-amylase of Clostridium thermofluorogenes and C-terminal trehalose synthase or vice versa <8>; #18# both the free and the immobilized enzyme exhibit an optimal reaction pH of 6.0 <21>; #30# recombinant surface-displayed TreS <42>	6.0
3.4.11.10	Q01693	6.0	Vibrio proteolyticus		None	6.0
2.4.1.207	C0IRH8	6.0	Malus domestica	14749488,17329246,17462775,17960871,19635745,20732879,20388532,20828871,23628624,25446234,27242828,31730960	#200# recombinant enzyme <100>; #66,130,131,132,133,134,135,136,138,139,140,141# xyloglucan endotransglucosylase assay <60>; #10# isozyme XTH26 <78>; #185# AtXTH13 <81>; #193# isozyme XTH15 exhibits an unusually broad pH optimum, inactive at pH 3.5 and below, xyloglucan endotransglucosylase activity <93>	6.0
2.4.1.207	P93672	6.0	Hordeum vulgare	14749488,17329246,17462775,17960871,19635745,20732879,20388532,20828871,23628624,25446234,27242828,31730960	#200# recombinant enzyme <100>; #66,130,131,132,133,134,135,136,138,139,140,141# xyloglucan endotransglucosylase assay <60>; #10# isozyme XTH26 <78>; #185# AtXTH13 <81>; #193# isozyme XTH15 exhibits an unusually broad pH optimum, inactive at pH 3.5 and below, xyloglucan endotransglucosylase activity <93>	6.0
2.4.1.207	Q9FKL8	6.0	Arabidopsis thaliana	14749488,17329246,17462775,17960871,19635745,20732879,20388532,20828871,23628624,25446234,27242828,31730960	#200# recombinant enzyme <100>; #66,130,131,132,133,134,135,136,138,139,140,141# xyloglucan endotransglucosylase assay <60>; #10# isozyme XTH26 <78>; #185# AtXTH13 <81>; #193# isozyme XTH15 exhibits an unusually broad pH optimum, inactive at pH 3.5 and below, xyloglucan endotransglucosylase activity <93>	6.0
2.4.1.207	C0IRH6	6.0	Malus domestica	14749488,17329246,17462775,17960871,19635745,20732879,20388532,20828871,23628624,25446234,27242828,31730960	#200# recombinant enzyme <100>; #66,130,131,132,133,134,135,136,138,139,140,141# xyloglucan endotransglucosylase assay <60>; #10# isozyme XTH26 <78>; #185# AtXTH13 <81>; #193# isozyme XTH15 exhibits an unusually broad pH optimum, inactive at pH 3.5 and below, xyloglucan endotransglucosylase activity <93>	6.0
3.2.1.4	A0A3Q9CZQ1	6.0	uncultured archaeon	1368541,8659894,9134711,11167135,10714996,11598241,16532315,16945565,18408068,18239944,18635283,19882113,19669599,9864341,19202281,24092451,24657377,23124341,26732336,25711741,11024518,28126846,26122986,29728880,30547216,28982013,29945583,29795644,30123929	#131,201# at 70°C <376,429>; #85# hydrolysis of carboxymethylcellulose <48>; #4# endoglucanase IV <12>; #49# endoglucanase E1 and E2 <15>; #85# enzyme form EGC and EGD <15>; #101# whole enzyme <41>; #142# activity with phosphoric acid-swollen cellulose <114>; #15# hydrolysis of carboxymethylcellulose, enzyme RCE2 <107>; #146# reaction barley beta-glucan <112>; #200# for the carboxymethyl cellulase activity <183>; #75# enzyme MgCel6A exhibits maximum activity at 85°C and pH 5.0 on carboxymethyl cellulose (CMC), but in prolonged incubations with the industrial substrate, the highest yields are obtained at 60°C, pH 6.0 <456>	6.0
2.4.1.207	Q6RHX8	6.0	Solanum lycopersicum	14749488,17329246,17462775,17960871,19635745,20732879,20388532,20828871,23628624,25446234,27242828,31730960	#200# recombinant enzyme <100>; #66,130,131,132,133,134,135,136,138,139,140,141# xyloglucan endotransglucosylase assay <60>; #10# isozyme XTH26 <78>; #185# AtXTH13 <81>; #193# isozyme XTH15 exhibits an unusually broad pH optimum, inactive at pH 3.5 and below, xyloglucan endotransglucosylase activity <93>	6.0
3.2.1.4	A0A291I5R3	6.0	Geobacillus thermodenitrificans	1368541,8659894,9134711,11167135,10714996,11598241,16532315,16945565,18408068,18239944,18635283,19882113,19669599,9864341,19202281,24092451,24657377,23124341,26732336,25711741,11024518,28126846,26122986,29728880,30547216,28982013,29945583,29795644,30123929	#131,201# at 70°C <376,429>; #85# hydrolysis of carboxymethylcellulose <48>; #4# endoglucanase IV <12>; #49# endoglucanase E1 and E2 <15>; #85# enzyme form EGC and EGD <15>; #101# whole enzyme <41>; #142# activity with phosphoric acid-swollen cellulose <114>; #15# hydrolysis of carboxymethylcellulose, enzyme RCE2 <107>; #146# reaction barley beta-glucan <112>; #200# for the carboxymethyl cellulase activity <183>; #75# enzyme MgCel6A exhibits maximum activity at 85°C and pH 5.0 on carboxymethyl cellulose (CMC), but in prolonged incubations with the industrial substrate, the highest yields are obtained at 60°C, pH 6.0 <456>	6.0
2.4.1.207	Q43527	6.0	Solanum lycopersicum	14749488,17329246,17462775,17960871,19635745,20732879,20388532,20828871,23628624,25446234,27242828,31730960	#200# recombinant enzyme <100>; #66,130,131,132,133,134,135,136,138,139,140,141# xyloglucan endotransglucosylase assay <60>; #10# isozyme XTH26 <78>; #185# AtXTH13 <81>; #193# isozyme XTH15 exhibits an unusually broad pH optimum, inactive at pH 3.5 and below, xyloglucan endotransglucosylase activity <93>	6.0
3.1.21.4	G8ZFZ3	6.0	Pyrococcus abyssi	16040595	None	6.0
3.2.1.4	Q46002	6.0	Ruminiclostridium cellulolyticum	1368541,8659894,9134711,11167135,10714996,11598241,16532315,16945565,18408068,18239944,18635283,19882113,19669599,9864341,19202281,24092451,24657377,23124341,26732336,25711741,11024518,28126846,26122986,29728880,30547216,28982013,29945583,29795644,30123929	#131,201# at 70°C <376,429>; #85# hydrolysis of carboxymethylcellulose <48>; #4# endoglucanase IV <12>; #49# endoglucanase E1 and E2 <15>; #85# enzyme form EGC and EGD <15>; #101# whole enzyme <41>; #142# activity with phosphoric acid-swollen cellulose <114>; #15# hydrolysis of carboxymethylcellulose, enzyme RCE2 <107>; #146# reaction barley beta-glucan <112>; #200# for the carboxymethyl cellulase activity <183>; #75# enzyme MgCel6A exhibits maximum activity at 85°C and pH 5.0 on carboxymethyl cellulose (CMC), but in prolonged incubations with the industrial substrate, the highest yields are obtained at 60°C, pH 6.0 <456>	6.0
3.1.21.2	P9WQ13	6.0	Mycobacterium tuberculosis	26043425	None	6.0
3.5.1.24	B9V401	6.0	Lactiplantibacillus plantarum	18388461,23673477,25526498,25470405,24454844,26198023,31154605,30098054,31455813,30718677	#1# recombinant His-tagged enzyme <38>	6.0
3.5.1.24	I3QNT2	6.0	Bifidobacterium breve	18388461,23673477,25526498,25470405,24454844,26198023,31154605,30098054,31455813,30718677	#1# recombinant His-tagged enzyme <38>	6.0
3.2.1.4	Q8J0K6	6.0	Melanocarpus albomyces	1368541,8659894,9134711,11167135,10714996,11598241,16532315,16945565,18408068,18239944,18635283,19882113,19669599,9864341,19202281,24092451,24657377,23124341,26732336,25711741,11024518,28126846,26122986,29728880,30547216,28982013,29945583,29795644,30123929	#131,201# at 70°C <376,429>; #85# hydrolysis of carboxymethylcellulose <48>; #4# endoglucanase IV <12>; #49# endoglucanase E1 and E2 <15>; #85# enzyme form EGC and EGD <15>; #101# whole enzyme <41>; #142# activity with phosphoric acid-swollen cellulose <114>; #15# hydrolysis of carboxymethylcellulose, enzyme RCE2 <107>; #146# reaction barley beta-glucan <112>; #200# for the carboxymethyl cellulase activity <183>; #75# enzyme MgCel6A exhibits maximum activity at 85°C and pH 5.0 on carboxymethyl cellulose (CMC), but in prolonged incubations with the industrial substrate, the highest yields are obtained at 60°C, pH 6.0 <456>	6.0
3.2.1.4	Q8J0K7	6.0	Melanocarpus albomyces	1368541,8659894,9134711,11167135,10714996,11598241,16532315,16945565,18408068,18239944,18635283,19882113,19669599,9864341,19202281,24092451,24657377,23124341,26732336,25711741,11024518,28126846,26122986,29728880,30547216,28982013,29945583,29795644,30123929	#131,201# at 70°C <376,429>; #85# hydrolysis of carboxymethylcellulose <48>; #4# endoglucanase IV <12>; #49# endoglucanase E1 and E2 <15>; #85# enzyme form EGC and EGD <15>; #101# whole enzyme <41>; #142# activity with phosphoric acid-swollen cellulose <114>; #15# hydrolysis of carboxymethylcellulose, enzyme RCE2 <107>; #146# reaction barley beta-glucan <112>; #200# for the carboxymethyl cellulase activity <183>; #75# enzyme MgCel6A exhibits maximum activity at 85°C and pH 5.0 on carboxymethyl cellulose (CMC), but in prolonged incubations with the industrial substrate, the highest yields are obtained at 60°C, pH 6.0 <456>	6.0
2.4.1.207	Q9FR51	6.0	Solanum lycopersicum	14749488,17329246,17462775,17960871,19635745,20732879,20388532,20828871,23628624,25446234,27242828,31730960	#200# recombinant enzyme <100>; #66,130,131,132,133,134,135,136,138,139,140,141# xyloglucan endotransglucosylase assay <60>; #10# isozyme XTH26 <78>; #185# AtXTH13 <81>; #193# isozyme XTH15 exhibits an unusually broad pH optimum, inactive at pH 3.5 and below, xyloglucan endotransglucosylase activity <93>	6.0
2.4.1.230	A4XGP2	6.0	Caldicellulosiruptor saccharolyticus	21670511,24391053,24255995	#2# phosphorolysis <14>	6.0
1.5.1.3	Q27793	6.0	Trypanosoma cruzi	10760149,24652175,27544923	#26# isozyme hDHFR-2 <78>	6.0
1.5.1.3	S5M3K7	6.0	Leishmania panamensis	10760149,24652175,27544923	#26# isozyme hDHFR-2 <78>	6.0
5.4.99.30	Q6Z4G3	6.0	Oryza sativa	20057139,24018663	#4,6# pyranose forming activity <1>	6.0
2.4.1.207	C0IRH9	6.0	Malus domestica	14749488,17329246,17462775,17960871,19635745,20732879,20388532,20828871,23628624,25446234,27242828,31730960	#200# recombinant enzyme <100>; #66,130,131,132,133,134,135,136,138,139,140,141# xyloglucan endotransglucosylase assay <60>; #10# isozyme XTH26 <78>; #185# AtXTH13 <81>; #193# isozyme XTH15 exhibits an unusually broad pH optimum, inactive at pH 3.5 and below, xyloglucan endotransglucosylase activity <93>	6.0
3.2.1.99	Q65GB9	6.0	Bacillus licheniformis	1096,16660741,9183009,11916679,15159584,15556708,15944411,20678476,21216591,25077565,22099373,23274993	#1# at 37°C <28>; #1# F-11 <1,3,4,6>; #1# IFO 3134, at 37°C <19>; #1# IFO 3022 <3,5>; #1# IFO 3134 <18>; #9# using sugar beet arabinan as substrate <40>; #9# free and Duolite A568-immobilized enzyme <46>	6.0
3.2.1.4	A0A0U2D6P6	6.0	Nilaparvata lugens	1368541,8659894,9134711,11167135,10714996,11598241,16532315,16945565,18408068,18239944,18635283,19882113,19669599,9864341,19202281,24092451,24657377,23124341,26732336,25711741,11024518,28126846,26122986,29728880,30547216,28982013,29945583,29795644,30123929	#131,201# at 70°C <376,429>; #85# hydrolysis of carboxymethylcellulose <48>; #4# endoglucanase IV <12>; #49# endoglucanase E1 and E2 <15>; #85# enzyme form EGC and EGD <15>; #101# whole enzyme <41>; #142# activity with phosphoric acid-swollen cellulose <114>; #15# hydrolysis of carboxymethylcellulose, enzyme RCE2 <107>; #146# reaction barley beta-glucan <112>; #200# for the carboxymethyl cellulase activity <183>; #75# enzyme MgCel6A exhibits maximum activity at 85°C and pH 5.0 on carboxymethyl cellulose (CMC), but in prolonged incubations with the industrial substrate, the highest yields are obtained at 60°C, pH 6.0 <456>	6.0
3.2.1.99	A5IKD4	6.0	Thermotoga petrophila	1096,16660741,9183009,11916679,15159584,15556708,15944411,20678476,21216591,25077565,22099373,23274993	#1# at 37°C <28>; #1# F-11 <1,3,4,6>; #1# IFO 3134, at 37°C <19>; #1# IFO 3022 <3,5>; #1# IFO 3134 <18>; #9# using sugar beet arabinan as substrate <40>; #9# free and Duolite A568-immobilized enzyme <46>	6.0
3.5.1.24	I3QNS7	6.0	Bifidobacterium adolescentis	18388461,23673477,25526498,25470405,24454844,26198023,31154605,30098054,31455813,30718677	#1# recombinant His-tagged enzyme <38>	6.0
2.4.1.207	C0IRI4	6.0	Malus domestica	14749488,17329246,17462775,17960871,19635745,20732879,20388532,20828871,23628624,25446234,27242828,31730960	#200# recombinant enzyme <100>; #66,130,131,132,133,134,135,136,138,139,140,141# xyloglucan endotransglucosylase assay <60>; #10# isozyme XTH26 <78>; #185# AtXTH13 <81>; #193# isozyme XTH15 exhibits an unusually broad pH optimum, inactive at pH 3.5 and below, xyloglucan endotransglucosylase activity <93>	6.0
5.3.1.6	O50083	6.0	Pyrococcus horikoshii	12057201	#35# at 50°C <28>	6.0
3.2.1.4	B7UAM4	6.0	Bacillus subtilis	1368541,8659894,9134711,11167135,10714996,11598241,16532315,16945565,18408068,18239944,18635283,19882113,19669599,9864341,19202281,24092451,24657377,23124341,26732336,25711741,11024518,28126846,26122986,29728880,30547216,28982013,29945583,29795644,30123929	#131,201# at 70°C <376,429>; #85# hydrolysis of carboxymethylcellulose <48>; #4# endoglucanase IV <12>; #49# endoglucanase E1 and E2 <15>; #85# enzyme form EGC and EGD <15>; #101# whole enzyme <41>; #142# activity with phosphoric acid-swollen cellulose <114>; #15# hydrolysis of carboxymethylcellulose, enzyme RCE2 <107>; #146# reaction barley beta-glucan <112>; #200# for the carboxymethyl cellulase activity <183>; #75# enzyme MgCel6A exhibits maximum activity at 85°C and pH 5.0 on carboxymethyl cellulose (CMC), but in prolonged incubations with the industrial substrate, the highest yields are obtained at 60°C, pH 6.0 <456>	6.0
3.2.1.4	A0A346PYQ5	6.0	uncultured bacterium	1368541,8659894,9134711,11167135,10714996,11598241,16532315,16945565,18408068,18239944,18635283,19882113,19669599,9864341,19202281,24092451,24657377,23124341,26732336,25711741,11024518,28126846,26122986,29728880,30547216,28982013,29945583,29795644,30123929	#131,201# at 70°C <376,429>; #85# hydrolysis of carboxymethylcellulose <48>; #4# endoglucanase IV <12>; #49# endoglucanase E1 and E2 <15>; #85# enzyme form EGC and EGD <15>; #101# whole enzyme <41>; #142# activity with phosphoric acid-swollen cellulose <114>; #15# hydrolysis of carboxymethylcellulose, enzyme RCE2 <107>; #146# reaction barley beta-glucan <112>; #200# for the carboxymethyl cellulase activity <183>; #75# enzyme MgCel6A exhibits maximum activity at 85°C and pH 5.0 on carboxymethyl cellulose (CMC), but in prolonged incubations with the industrial substrate, the highest yields are obtained at 60°C, pH 6.0 <456>	6.0
3.5.1.24	I3QNS8	6.0	Bifidobacterium animalis	18388461,23673477,25526498,25470405,24454844,26198023,31154605,30098054,31455813,30718677	#1# recombinant His-tagged enzyme <38>	6.0
3.5.1.24	Q53CP8	6.0	Bifidobacterium animalis	18388461,23673477,25526498,25470405,24454844,26198023,31154605,30098054,31455813,30718677	#1# recombinant His-tagged enzyme <38>	6.0
3.2.1.4	Q5DIE3	6.0	Apriona germari	1368541,8659894,9134711,11167135,10714996,11598241,16532315,16945565,18408068,18239944,18635283,19882113,19669599,9864341,19202281,24092451,24657377,23124341,26732336,25711741,11024518,28126846,26122986,29728880,30547216,28982013,29945583,29795644,30123929	#131,201# at 70°C <376,429>; #85# hydrolysis of carboxymethylcellulose <48>; #4# endoglucanase IV <12>; #49# endoglucanase E1 and E2 <15>; #85# enzyme form EGC and EGD <15>; #101# whole enzyme <41>; #142# activity with phosphoric acid-swollen cellulose <114>; #15# hydrolysis of carboxymethylcellulose, enzyme RCE2 <107>; #146# reaction barley beta-glucan <112>; #200# for the carboxymethyl cellulase activity <183>; #75# enzyme MgCel6A exhibits maximum activity at 85°C and pH 5.0 on carboxymethyl cellulose (CMC), but in prolonged incubations with the industrial substrate, the highest yields are obtained at 60°C, pH 6.0 <456>	6.0
3.5.1.24	L0CM48	6.0	Bifidobacterium pseudolongum	18388461,23673477,25526498,25470405,24454844,26198023,31154605,30098054,31455813,30718677	#1# recombinant His-tagged enzyme <38>	6.0
3.5.1.4	F8AEP0	6.0	Pyrococcus yayanosii	24430467	#64# with acetamide as the substrate <101>	6.0
3.2.1.99	V5LER1	6.0	Paenibacillus polymyxa	1096,16660741,9183009,11916679,15159584,15556708,15944411,20678476,21216591,25077565,22099373,23274993	#1# at 37°C <28>; #1# F-11 <1,3,4,6>; #1# IFO 3134, at 37°C <19>; #1# IFO 3022 <3,5>; #1# IFO 3134 <18>; #9# using sugar beet arabinan as substrate <40>; #9# free and Duolite A568-immobilized enzyme <46>	6.0
1.5.1.15	Q46A53	6.0	Methanosarcina barkeri	15349715	None	6.0
3.2.1.4	F4GZY2	6.0	Cellulomonas fimi	1368541,8659894,9134711,11167135,10714996,11598241,16532315,16945565,18408068,18239944,18635283,19882113,19669599,9864341,19202281,24092451,24657377,23124341,26732336,25711741,11024518,28126846,26122986,29728880,30547216,28982013,29945583,29795644,30123929	#131,201# at 70°C <376,429>; #85# hydrolysis of carboxymethylcellulose <48>; #4# endoglucanase IV <12>; #49# endoglucanase E1 and E2 <15>; #85# enzyme form EGC and EGD <15>; #101# whole enzyme <41>; #142# activity with phosphoric acid-swollen cellulose <114>; #15# hydrolysis of carboxymethylcellulose, enzyme RCE2 <107>; #146# reaction barley beta-glucan <112>; #200# for the carboxymethyl cellulase activity <183>; #75# enzyme MgCel6A exhibits maximum activity at 85°C and pH 5.0 on carboxymethyl cellulose (CMC), but in prolonged incubations with the industrial substrate, the highest yields are obtained at 60°C, pH 6.0 <456>	6.0
3.5.1.24	I3QNT4	6.0	Bifidobacterium longum	18388461,23673477,25526498,25470405,24454844,26198023,31154605,30098054,31455813,30718677	#1# recombinant His-tagged enzyme <38>	6.0
3.2.1.99	Q65L63	6.0	Bacillus licheniformis	1096,16660741,9183009,11916679,15159584,15556708,15944411,20678476,21216591,25077565,22099373,23274993	#1# at 37°C <28>; #1# F-11 <1,3,4,6>; #1# IFO 3134, at 37°C <19>; #1# IFO 3022 <3,5>; #1# IFO 3134 <18>; #9# using sugar beet arabinan as substrate <40>; #9# free and Duolite A568-immobilized enzyme <46>	6.0
