uniprot_id,reaction_type,fit_mean,fit_std,num_act,max_min_diff,enzyme_type,enzyme_type_sub,acceptor
P23102,,7.9,,1,,Oxidoreductases,CH-CH group of donors,NAD+ or NADP+
P23103,,6.5,,1,,Oxidoreductases,oxygenases,other
P23105,oxidation,8.95,,1,,Oxidoreductases,aldehyde or oxo group of donors,NAD+ or NADP+
P23105,,8.3,,1,,Oxidoreductases,aldehyde or oxo group of donors,NAD+ or NADP+
P23133,,7.5,,1,,Hydrolases,carbon-carbon bonds,
P23141,,6.5,,1,,Hydrolases,ester bonds,
P23191,,7.9,,1,,Hydrolases,ester bonds,
P23196,,8.35,,1,,Lyases,Carbon-oxygen,
P23234,,6.5,,1,,Lyases,Carbon-carbon,
P23254,,7.390000000000001,,1,,Transferases,aldehyde or ketonic groups,
P23279,,9.5,,1,,Lyases,Carbon-sulfur,
P23377,,6.0,,1,,Hydrolases,peptide bonds (peptidases),
P23381,,7.5,,1,,Ligases,carbon-oxygen bonds,
P23396,,8.0,,1,,Lyases,Carbon-oxygen,
P23468,,6.8,,1,,Hydrolases,ester bonds,
P23469,,7.0,,1,,Hydrolases,ester bonds,
P23472,,3.0,,1,,Hydrolases,Glycosylases,
P23492,,7.0,,1,,Transferases,Glycosyltransferases,
P23495,,7.0,,1,,Isomerases,Intramolecular oxidoreductases,
P23524,,7.6,,1,,Transferases,phosphorus-containing groups,
P23538,,7.6,,1,,Transferases,phosphorus-containing groups,
P23578,,7.75,,1,,Hydrolases,peptide bonds (peptidases),
P23589,,7.5,,1,,Lyases,Carbon-oxygen,
P23599,,9.5,,1,,Lyases,Carbon-sulfur,
P23616,,5.0,,1,,Lyases,Carbon-carbon,
P23623,,9.5,,1,,Oxidoreductases,CH-NH2 group of donors,oxygen
P23671,,4.0,,1,,Hydrolases,Glycosylases,
P23736,,7.45,,1,,Hydrolases,ester bonds,
P23793,,6.666666666666667,,1,,Hydrolases,"carbon-nitrogen bonds, other than peptide bonds",
P23830,,7.625,,1,,Transferases,phosphorus-containing groups,
P23872,,9.0,,1,,Hydrolases,ester bonds,
P23903,,5.5,,1,,Hydrolases,Glycosylases,
P23908,,7.7,,1,,Hydrolases,"carbon-nitrogen bonds, other than peptide bonds",
P23924,,8.0,,1,,Translocases,carbohydrates and their derivatives,
P23940,,8.5,,1,,Hydrolases,ester bonds,
P23951,,6.2,,1,,Hydrolases,Glycosylases,
P24031,,3.0,,1,,Hydrolases,ester bonds,
P24040,,6.5,,1,,Oxidoreductases,other nitrogenous compounds as donors,cytochrome
P24112,,8.0,,1,,Lyases,Carbon-oxygen,
P24133,,4.633333333333334,,1,,Hydrolases,Glycosylases,
P24157,,7.0,,1,,Oxidoreductases,"paired donors, with molecular oxygen",other
P24226,,9.2,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
P24228,,7.6,,1,,Hydrolases,peptide bonds (peptidases),
P24289,,5.0,,1,,Hydrolases,ester bonds,
P24298,,6.5,,1,,Transferases,nitrogenous groups,
P24299,,8.0,,1,,Isomerases,Intramolecular oxidoreductases,
P24329,,7.5,,1,,Transferases,sulfur-containing groups,
P24474,,7.8,,1,,Oxidoreductases,other nitrogenous compounds as donors,other
P24481,,8.5,,1,,Lyases,Carbon-nitrogen,
P24547,,8.0,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
P24557,,7.4,,1,,Isomerases,Intramolecular oxidoreductases,
P24627,,7.5,,1,,Hydrolases,peptide bonds (peptidases),
P24657,,4.5,,1,,Lyases,Phosphorus-oxygen,
P24665,,3.95,,1,,Hydrolases,peptide bonds (peptidases),
P24722,,8.7,,1,,Transferases,phosphorus-containing groups,
P24802,,7.933333333333334,,1,,Oxidoreductases,"paired donors, with molecular oxygen",other
P24806,,5.5,,1,,Transferases,Glycosyltransferases,
P24846,,8.033333333333333,,1,,Lyases,Carbon-nitrogen,
P24847,,8.033333333333333,,1,,Lyases,Carbon-nitrogen,
P24855,,6.8,,1,,Hydrolases,ester bonds,
P25081,,8.5,,1,,Isomerases,Intramolecular oxidoreductases,
P25126,,8.2,,1,,Ligases,carbon-sulfur bonds,
P25154,,6.95,,1,,Hydrolases,peptide bonds (peptidases),
P25250,,4.5,,1,,Hydrolases,peptide bonds (peptidases),
P25325,,9.35,,1,,Transferases,sulfur-containing groups,
P25335,,8.3,,1,,Hydrolases,"carbon-nitrogen bonds, other than peptide bonds",
P25340,,7.5,,1,,Oxidoreductases,CH-CH group of donors,NAD+ or NADP+
P25377,,7.0,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
P25409,,8.5,,1,,Transferases,nitrogenous groups,
P25503,,7.6,,1,,Lyases,Carbon-oxygen,
P25552,,9.0,,1,,Hydrolases,acid anhydrides,
P25576,,10.0,,1,,Transferases,phosphorus-containing groups,
P25578,,7.0,,1,,Transferases,phosphorus-containing groups,
P25704,,6.95,,1,,Lyases,Carbon-oxygen,
P25736,,8.0,,1,,Hydrolases,ester bonds,
P25741,,8.5,,1,,Transferases,phosphorus-containing groups,
P25984,,8.0,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
P26208,,6.166666666666667,,1,,Hydrolases,Glycosylases,
P26236,,8.0,,1,,Transferases,one-carbon groups,
P26242,,7.25,,1,,Transferases,aldehyde or ketonic groups,
P26281,,8.5,,1,,Transferases,phosphorus-containing groups,
P26302,,8.0,,1,,Transferases,phosphorus-containing groups,
P26315,,6.0,,1,,Hydrolases,peptide bonds (peptidases),
P26501,,5.0,,1,,Hydrolases,Glycosylases,
P26563,,8.35,,1,,Transferases,nitrogenous groups,
P26572,,6.5,,1,,Transferases,Glycosyltransferases,
P26602,,7.5,,1,,Lyases,Carbon-carbon,
P26637,,7.5,,1,,Ligases,carbon-oxygen bonds,
P26692,,9.0,,1,,Oxidoreductases,aldehyde or oxo group of donors,iron-sulfur protein
P26876,,8.75,,1,,Hydrolases,ester bonds,
P26900,,7.5,,1,,Hydrolases,"carbon-nitrogen bonds, other than peptide bonds",
P26901,,12.0,,1,,Oxidoreductases,peroxide as acceptor,NAD+ or NADP+
P27000,,8.375,,1,,Ligases,carbon-oxygen bonds,
P27046,,5.5,,1,,Hydrolases,Glycosylases,
P27050,,7.5,,1,,Hydrolases,Glycosylases,
P27051,,5.6,,1,,Hydrolases,Glycosylases,
P27101,,5.4,,1,,Oxidoreductases,CH-CH group of donors,NAD+ or NADP+
P27121,,7.1,,1,,Lyases,Carbon-carbon,
P27136,,7.5,,1,,Hydrolases,ester bonds,
P27137,,7.5,,1,,Oxidoreductases,CH-CH group of donors,NAD+ or NADP+
P27170,,10.5,,1,,Hydrolases,ester bonds,
P27213,,6.75,,1,,Lyases,Carbon-oxygen,
P27346,,8.5,,1,,Oxidoreductases,CH-NH2 group of donors,NAD+ or NADP+
P27353,,6.75,,1,,Oxidoreductases,"paired donors, with molecular oxygen",other
P27354,,6.75,,1,,Oxidoreductases,"paired donors, with molecular oxygen",other
P27355,,6.75,,1,,Oxidoreductases,"paired donors, with molecular oxygen",other
P27362,,7.7,,1,,Transferases,phosphorus-containing groups,
P27411,,8.5,,1,,Transferases,phosphorus-containing groups,
P27458,,9.5,,1,,Hydrolases,peptide bonds (peptidases),
P27479,,7.6,,1,,Oxidoreductases,oxygenases,other
P27487,,8.0,,1,,Hydrolases,peptide bonds (peptidases),
P27550,,8.5,,1,,Ligases,carbon-sulfur bonds,
P27570,,7.65,,1,,Isomerases,Isomerases altering macromolecular conformation,
P27614,,6.1,,1,,Hydrolases,peptide bonds (peptidases),
P27695,,7.725,,1,,Lyases,Carbon-oxygen,
P27696,,6.0,,1,,Transferases,aldehyde or ketonic groups,
P27726,,9.3,,1,,Oxidoreductases,aldehyde or oxo group of donors,NAD+ or NADP+
P27736,,7.5,,1,,Transferases,Glycosyltransferases,
P27744,,7.0,,1,,Oxidoreductases,Catalysing the reaction X-H + Y-H = X-Y,oxygen
P27763,,7.25,,1,,Lyases,Carbon-oxygen,
P27764,,7.25,,1,,Lyases,Carbon-oxygen,
P27793,,8.0,,1,,Lyases,Carbon-oxygen,
P27800,,7.0,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
P27828,,8.0,,1,,Isomerases,Racemases and epimerases,
P27848,,6.0,,1,,Hydrolases,ester bonds,
P27887,,7.0,,1,,Oxidoreductases,oxygenases,other
P27949,,7.5,,1,,Transferases,Acyltransferases,
P27967,,7.5,,1,,Oxidoreductases,other nitrogenous compounds as donors,NAD+ or NADP+
P27969,,7.5,,1,,Oxidoreductases,other nitrogenous compounds as donors,NAD+ or NADP+
P27990,,9.0,,1,,Lyases,Carbon-nitrogen,
P28011,,8.0,,1,,Transferases,nitrogenous groups,
P28012,,7.75,,1,,Isomerases,Intramolecular lyases,
P28039,,4.9,,1,,Hydrolases,ester bonds,
P28061,,8.5,,1,,Hydrolases,peptide bonds (peptidases),
P28239,,6.55,,1,,Hydrolases,acid anhydrides,
P28240,,7.0,,1,,Lyases,Carbon-carbon,
P28241,,7.5,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
P28274,,8.0,,1,,Ligases,carbon-nitrogen bonds,
P28296,,7.5,,1,,Hydrolases,peptide bonds (peptidases),
P28299,,6.8,,1,,Lyases,Carbon-carbon,
P28339,,7.2,,1,,Transferases,phosphorus-containing groups,
P28352,,7.75,,1,,Lyases,Carbon-oxygen,
P28577,,6.5,,1,,Lyases,Carbon-carbon,
P28578,,6.5,,1,,Lyases,Carbon-carbon,
P28594,,8.0,,1,,Lyases,Carbon-carbon,
P28607,,7.0,,1,,Hydrolases,ester bonds,
P28625,reduction,5.5,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
P28625,,5.0,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
P28629,,6.266666666666667,,1,,Lyases,Carbon-carbon,
P28650,,6.75,,1,,Ligases,carbon-nitrogen bonds,
P28724,oxidation,9.3,,1,,Oxidoreductases,CH-NH2 group of donors,NAD+ or NADP+
P28724,reduction,7.5,,1,,Oxidoreductases,CH-NH2 group of donors,NAD+ or NADP+
P28768,,10.0,,1,,Oxidoreductases,superoxide as acceptor,NAD+ or NADP+
P28826,,5.5,,1,,Hydrolases,peptide bonds (peptidases),
P28834,,7.5,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
P28839,,9.25,,1,,Hydrolases,peptide bonds (peptidases),
P28861,,8.75,,1,,Oxidoreductases,iron-sulfur proteins as donors,NAD+ or NADP+
P28863,,7.3,,1,,Hydrolases,peptide bonds (peptidases),
P28876,,5.85,,1,,Translocases,hydrons,
P28891,,7.4,,1,,Hydrolases,peptide bonds (peptidases),
P28999,,3.75,,1,,Hydrolases,Glycosylases,
P29000,,4.5,,1,,Hydrolases,Glycosylases,
P29019,,5.2,,1,,Hydrolases,Glycosylases,
P29068,,7.5,,1,,Hydrolases,peptide bonds (peptidases),
P29079,,8.0,,1,,Isomerases,Racemases and epimerases,
P29082,,7.2,,1,,Oxidoreductases,oxygenases,other
P29090,,4.625,,1,,Hydrolases,Glycosylases,
P29094,,6.8,,1,,Hydrolases,Glycosylases,
P29120,,5.666666666666667,,1,,Hydrolases,peptide bonds (peptidases),
P29127,,6.0,,1,,Hydrolases,Glycosylases,
P29142,,9.0,,1,,Hydrolases,peptide bonds (peptidases),
P29143,,10.7,,1,,Hydrolases,peptide bonds (peptidases),
P29144,,7.0,,1,,Hydrolases,peptide bonds (peptidases),
P29218,,7.25,,1,,Hydrolases,ester bonds,
P29237,,8.0,,1,,Oxidoreductases,CH-NH group of donors,NAD+ or NADP+
P29247,,6.5,,1,,Isomerases,Intramolecular transferases,
P29372,,7.5,,1,,Hydrolases,Glycosylases,
P29409,,7.833333333333333,,1,,Transferases,phosphorus-containing groups,
P29443,,6.5,,1,,Isomerases,Intramolecular oxidoreductases,
P29537,,7.533333333333334,,1,,Hydrolases,ester bonds,
P29598,,8.333333333333334,,1,,Hydrolases,peptide bonds (peptidases),
P29605,,7.0,,1,,Hydrolases,ester bonds,
P29702,,7.2,,1,,Transferases,"alkyl or aryl groups, other than methyl groups",
P29703,,7.233333333333333,,1,,Transferases,"alkyl or aryl groups, other than methyl groups",
P29715,,4.5,,1,,Oxidoreductases,peroxide as acceptor,NAD+ or NADP+
P29748,,7.45,,1,,Hydrolases,ester bonds,
P29750,,5.75,,1,,Hydrolases,Glycosylases,
P29758,,7.5,,1,,Transferases,nitrogenous groups,
P29808,,7.3,,1,,Transferases,Acyltransferases,
P29812,,6.8,,1,,Isomerases,Intramolecular oxidoreductases,
P29837,,9.0,,1,,Hydrolases,peptide bonds (peptidases),
P29848,,7.2,,1,,Transferases,"alkyl or aryl groups, other than methyl groups",
P29853,,3.0,,1,,Hydrolases,Glycosylases,
P29957,,7.35,,1,,Hydrolases,Glycosylases,
P30124,,8.45,,1,,Lyases,Carbon-oxygen,
P30147,,7.0,,1,,Isomerases,Intramolecular oxidoreductases,
P30184,,8.5,,1,,Hydrolases,peptide bonds (peptidases),
P30235,,7.0,,1,,Transferases,phosphorus-containing groups,
P30299,,6.333333333333333,,1,,Transferases,phosphorus-containing groups,
P30313,,8.8,,1,,Transferases,phosphorus-containing groups,
P30349,,7.8,,1,,Hydrolases,ether bonds,
P30363,,9.0,,1,,Hydrolases,"carbon-nitrogen bonds, other than peptide bonds",
P30402,,8.75,,1,,Transferases,Glycosyltransferases,
P30519,,8.5,,1,,Oxidoreductases,"paired donors, with molecular oxygen",other
P30520,,6.95,,1,,Ligases,carbon-nitrogen bonds,
P30538,,7.5,,1,,Transferases,Glycosyltransferases,
P30575,,6.8,,1,,Lyases,Carbon-oxygen,
P30615,,6.5,,1,,Transferases,phosphorus-containing groups,
P30616,,6.5,,1,,Transferases,phosphorus-containing groups,
P30624,,7.4,,1,,Ligases,carbon-sulfur bonds,
P30793,,7.7,,1,,Hydrolases,"carbon-nitrogen bonds, other than peptide bonds",
P30850,,8.5,,1,,Hydrolases,ester bonds,
P30870,,7.45,,1,,Transferases,phosphorus-containing groups,
P30887,,6.2,,1,,Hydrolases,ester bonds,
P30907,,9.25,,1,,Oxidoreductases,aldehyde or oxo group of donors,NAD+ or NADP+
P30920,,7.3,,1,,Transferases,Glycosyltransferases,
P30924,,6.9,,1,,Transferases,Glycosyltransferases,
P30930,,7.8,,1,,Transferases,Acyltransferases,
P30967,,7.4,,1,,Oxidoreductases,"paired donors, with molecular oxygen",other
P30986,,9.0,,1,,Oxidoreductases,Catalysing the reaction X-H + Y-H = X-Y,oxygen
P31011,,8.2,,1,,Lyases,Carbon-carbon,
P31012,,8.566666666666666,,1,,Lyases,Carbon-carbon,
P31013,,8.35,,1,,Lyases,Carbon-carbon,
P31014,,7.0,,1,,Lyases,Carbon-carbon,
P31015,,7.0,,1,,Lyases,Carbon-carbon,
P31019,,8.0,,1,,Oxidoreductases,oxygenases,other
P31039,,6.0,,1,,Oxidoreductases,CH-CH group of donors,quinone
P31057,,7.3,,1,,Transferases,one-carbon groups,
P31103,,7.5,,1,,Transferases,phosphorus-containing groups,
P31117,,8.75,,1,,Hydrolases,ester bonds,
P31118,,8.75,,1,,Transferases,one-carbon groups,
P31142,,9.45,,1,,Transferases,sulfur-containing groups,
P31213,,6.38,,1,,Oxidoreductases,CH-CH group of donors,other
P31425,,8.7,,1,,Lyases,Carbon-nitrogen,
P31426,,8.7,,1,,Lyases,Carbon-nitrogen,
P31427,,9.0,,1,,Hydrolases,peptide bonds (peptidases),
P31441,,6.75,,1,,Hydrolases,"carbon-nitrogen bonds, other than peptide bonds",
P31467,,6.0,,1,,Hydrolases,ester bonds,
P31667,,9.0,,1,,Hydrolases,ester bonds,
P31678,,6.0,,1,,Hydrolases,ester bonds,
P31688,,6.0,,1,,Hydrolases,ester bonds,
P31723,,5.0,,1,,Hydrolases,Glycosylases,
P31741,,7.5,,1,,Translocases,amino acids and peptides,
P31837,,2.5,,1,,Oxidoreductases,peroxide as acceptor,NAD+ or NADP+
P31838,,2.3,,1,,Oxidoreductases,peroxide as acceptor,NAD+ or NADP+
P31867,reduction,6.0,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
P31867,,6.0,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
P31891,,4.0,,1,,Oxidoreductases,hydrogen as donor,other
P31892,,4.0,,1,,Oxidoreductases,hydrogen as donor,other
P31893,,8.0,,1,,Transferases,nitrogenous groups,
P31896,,8.6,,1,,Oxidoreductases,aldehyde or oxo group of donors,iron-sulfur protein
P31939,,7.4,,1,,Hydrolases,"carbon-nitrogen bonds, other than peptide bonds",
P31941,,6.0,,1,,Hydrolases,"carbon-nitrogen bonds, other than peptide bonds",
P32044,,7.5,,1,,Transferases,phosphorus-containing groups,
P32056,,9.3,,1,,Hydrolases,acid anhydrides,
P32110,,7.8,,1,,Transferases,"alkyl or aryl groups, other than methyl groups",
P32113,,6.25,,1,,Translocases,inorganic cations,
P32170,,7.6,,1,,Isomerases,Intramolecular oxidoreductases,
P32185,oxidation,10.0,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
P32190,,8.0,,1,,Transferases,phosphorus-containing groups,
P32260,,7.5,,1,,Transferases,"alkyl or aryl groups, other than methyl groups",
P32263,,6.25,,1,,Oxidoreductases,CH-NH group of donors,NAD+ or NADP+
P32329,,4.0,,1,,Hydrolases,peptide bonds (peptidases),
P32347,,5.7,,1,,Lyases,Carbon-carbon,
P32356,,6.9,,1,,Hydrolases,Glycosylases,
P32359,,5.3,,1,,Hydrolases,Glycosylases,
P32362,,6.8,,1,,Lyases,Carbon-carbon,
P32449,,6.8,,1,,Transferases,"alkyl or aryl groups, other than methyl groups",
P32528,,7.75,,1,,Ligases,carbon-nitrogen bonds,
P32621,,7.8,,1,,Hydrolases,acid anhydrides,
P32664,,8.5,,1,,Hydrolases,acid anhydrides,
P32669,,8.5,,1,,Lyases,Carbon-carbon,
P32748,,8.0,,1,,Oxidoreductases,CH-CH group of donors,quinone
P32762,,6.7,,1,,Hydrolases,"carbon-nitrogen bonds, other than peptide bonds",
P32771,,8.0,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
P32823,,8.0,,1,,Hydrolases,Glycosylases,
P32849,,7.0,,1,,Hydrolases,acid anhydrides,
P32861,,7.25,,1,,Transferases,phosphorus-containing groups,
P32871,,7.5,,1,,Transferases,phosphorus-containing groups,
P32906,,6.5,,1,,Hydrolases,Glycosylases,
P32920,,6.800000000000001,,1,,Lyases,Carbon-carbon,
P32947,,5.0,,1,,Hydrolases,ester bonds,
P32961,,9.0,,1,,Hydrolases,"carbon-nitrogen bonds, other than peptide bonds",
P33036,,8.0,,1,,Hydrolases,"carbon-nitrogen bonds, other than peptide bonds",
P33038,,7.050000000000001,,1,,Transferases,"alkyl or aryl groups, other than methyl groups",
P33073,,8.4,,1,,Lyases,Carbon-nitrogen,
P33074,,8.4,,1,,Lyases,Carbon-nitrogen,
P33160,,8.0,,1,,Oxidoreductases,CH or CH2 groups,NAD+ or NADP+
P33163,,7.4,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
P33216,oxidation,9.45,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
P33216,reduction,6.6,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
P33287,,5.5,,1,,Lyases,Carbon-carbon,
P33317,,8.0,,1,,Hydrolases,acid anhydrides,
P33333,,8.0,,1,,Transferases,Acyltransferases,
P33378,,6.0,,1,,Hydrolases,ester bonds,
P33447,,7.0,,1,,Transferases,nitrogenous groups,
P33557,,2.0,,1,,Hydrolases,Glycosylases,
P33665,,5.5,,1,,Hydrolases,Glycosylases,
P33677,,6.5,,1,,Oxidoreductases,CH or CH2 groups,NAD+ or NADP+
P33727,,5.7,,1,,Hydrolases,ester bonds,
P33734,,7.5,,1,,Lyases,Carbon-nitrogen,
P33753,,8.0,,1,,Transferases,one-carbon groups,
P33919,,7.5,,1,,Hydrolases,acid anhydrides,
P33967,,8.5,,1,,Hydrolases,"carbon-nitrogen bonds, other than peptide bonds",
P34020,,3.5,,1,,Hydrolases,Glycosylases,
P34039,,7.5,,1,,Lyases,Carbon-carbon,
P34106,,7.0,,1,,Transferases,nitrogenous groups,
P34125,,7.2,,1,,Transferases,phosphorus-containing groups,
P34163,,7.4,,1,,Hydrolases,ester bonds,
P34220,,5.0,,1,,Hydrolases,ester bonds,
P34222,,7.0,,1,,Hydrolases,ester bonds,
P34719,,7.9,,1,,Hydrolases,ester bonds,
P34734,,6.0,,1,,Lyases,Carbon-carbon,
P34742,,4.8,,1,,Hydrolases,Glycosylases,
P34754,,5.5,,1,,Hydrolases,ester bonds,
P34884,,6.8,,1,,Isomerases,Intramolecular oxidoreductases,
P34896,,7.725,,1,,Transferases,one-carbon groups,
P34897,,7.7,,1,,Transferases,one-carbon groups,
P34913,,5.0,,1,,Hydrolases,ether bonds,
P34948,,7.25,,1,,Isomerases,Intramolecular oxidoreductases,
P34949,,7.25,,1,,Isomerases,Intramolecular oxidoreductases,
P35030,,8.5,,1,,Hydrolases,peptide bonds (peptidases),
P35045,,10.5,,1,,Hydrolases,peptide bonds (peptidases),
P35127,,8.5,,1,,Hydrolases,peptide bonds (peptidases),
P35150,,7.75,,1,,Hydrolases,peptide bonds (peptidases),
P35433,,7.5,,1,,Transferases,Glycosyltransferases,
P35475,,2.8,,1,,Hydrolases,Glycosylases,
P35505,,7.0,,1,,Hydrolases,carbon-carbon bonds,
P35520,,8.0,,1,,Lyases,Carbon-oxygen,
P35557,,8.6,,1,,Transferases,phosphorus-containing groups,
P35596,,8.0,,1,,Oxidoreductases,CH-OH group of donors,oxygen
P35669,,8.25,,1,,Ligases,carbon-nitrogen bonds,
P35914,,9.0,,1,,Lyases,Carbon-carbon,
P36010,,7.5,,1,,Transferases,phosphorus-containing groups,
P36013,,7.5,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
P36059,,6.0,,1,,Lyases,Carbon-oxygen,
P36126,,7.25,,1,,Hydrolases,ester bonds,
P36165,,8.0,,1,,Hydrolases,ester bonds,
P36186,,8.0,,1,,Isomerases,Intramolecular oxidoreductases,
P36204,,8.0,,1,,Isomerases,Intramolecular oxidoreductases,
P36205,,7.0,,1,,Ligases,carbon-nitrogen bonds,
P36362,,8.0,,1,,Hydrolases,Glycosylases,
P36421,,7.899999999999999,,1,,Ligases,carbon-oxygen bonds,
P36433,,7.533333333333334,,1,,Hydrolases,ester bonds,
P36871,,7.666666666666667,,1,,Isomerases,Intramolecular transferases,
P36906,,5.5,,1,,Hydrolases,Glycosylases,
P36908,,5.5,,1,,Hydrolases,Glycosylases,
P36917,,5.5,,1,,Hydrolases,Glycosylases,
P36972,,10.0,,1,,Transferases,Glycosyltransferases,
P37039,,7.2,,1,,Oxidoreductases,NADH or NADPH,cytochrome
P37064,,7.0,,1,,Oxidoreductases,diphenols and related substances as donors,oxygen
P37095,,9.0,,1,,Hydrolases,peptide bonds (peptidases),
P37111,,6.6,,1,,Hydrolases,"carbon-nitrogen bonds, other than peptide bonds",
P37113,,7.75,,1,,Hydrolases,"carbon-nitrogen bonds, other than peptide bonds",
P37142,,7.5,,1,,Transferases,phosphorus-containing groups,
P37177,,8.0,,1,,Transferases,phosphorus-containing groups,
P37223,,7.2,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
P37228,oxidation,8.399999999999999,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
P37228,reduction,6.9,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
P37229,oxidation,7.25,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
P37291,,8.75,,1,,Transferases,one-carbon groups,
P37292,,8.75,,1,,Transferases,one-carbon groups,
P37302,,7.5,,1,,Hydrolases,peptide bonds (peptidases),
P37303,,8.75,,1,,Lyases,Carbon-carbon,
P37333,,5.5,,1,,Oxidoreductases,"paired donors, with molecular oxygen",other
P37334,,5.5,,1,,Oxidoreductases,"paired donors, with molecular oxygen",other
P37402,,6.25,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
P37412,,9.25,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
P37484,,8.85,,1,,Hydrolases,ester bonds,
P37527,,6.25,,1,,Lyases,Carbon-nitrogen,
P37651,,7.0,,1,,Hydrolases,Glycosylases,
P37677,,8.4,,1,,Transferases,phosphorus-containing groups,
P37701,,6.15,,1,,Hydrolases,Glycosylases,
P37743,,5.0,,1,,Oxidoreductases,peroxide as acceptor,NAD+ or NADP+
P37744,,8.25,,1,,Transferases,phosphorus-containing groups,
P37745,,8.0,,1,,Isomerases,Racemases and epimerases,
P37769,,7.0,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
P37831,,6.0,,1,,Oxidoreductases,oxygenases,other
P37896,,6.75,,1,,Hydrolases,peptide bonds (peptidases),
P37967,,8.5,,1,,Hydrolases,ester bonds,
P38013,,6.5,,1,,Oxidoreductases,peroxide as acceptor,NAD+ or NADP+
P38067,,8.4,,1,,Oxidoreductases,aldehyde or oxo group of donors,NAD+ or NADP+
P38076,,7.4,,1,,Transferases,"alkyl or aryl groups, other than methyl groups",
P38088,,7.2,,1,,Ligases,carbon-oxygen bonds,
P38115,,10.0,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
P38135,,7.949999999999999,,1,,Ligases,carbon-sulfur bonds,
P38138,,6.3,,1,,Hydrolases,Glycosylases,
P38160,,8.0,,1,,Ligases,carbon-nitrogen bonds,
P38205,,6.0,,1,,Transferases,one-carbon groups,
P38257,,8.0,,1,,Hydrolases,ester bonds,
P38503,,7.0,,1,,Transferases,Acyltransferases,
P38567,,5.0,,1,,Hydrolases,Glycosylases,
P38571,,4.5,,1,,Hydrolases,ester bonds,
P38627,,7.5,,1,,Ligases,carbon-nitrogen bonds,
P38635,,8.700000000000001,,1,,Hydrolases,ester bonds,
P38645,,6.2,,1,,Hydrolases,Glycosylases,
P38677,,7.0,,1,,Isomerases,Intramolecular lyases,
P38709,,7.25,,1,,Transferases,phosphorus-containing groups,
P38712,,8.0,,1,,Hydrolases,acid anhydrides,
P38715,,5.0,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
P38715,reduction,4.999999999999997,1.019186160345659,3,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
P38719,,7.4,,1,,Hydrolases,acid anhydrides,
P38812,,5.5,,1,,Hydrolases,ester bonds,
P38818,,9.0,,1,,Transferases,one-carbon groups,
P38821,,7.7,,1,,Hydrolases,peptide bonds (peptidases),
P38876,,7.0,,1,,Hydrolases,ester bonds,
P38913,,7.5,,1,,Transferases,phosphorus-containing groups,
P38945,oxidation,9.4,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
P38945,reduction,6.1,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
P38945,,6.1,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
P38947,oxidation,8.5,,1,,Oxidoreductases,aldehyde or oxo group of donors,NAD+ or NADP+
P38947,reduction,7.0,,1,,Oxidoreductases,aldehyde or oxo group of donors,NAD+ or NADP+
P38947,,7.0,,1,,Oxidoreductases,aldehyde or oxo group of donors,NAD+ or NADP+
P38999,oxidation,9.0,,1,,Oxidoreductases,CH-NH group of donors,NAD+ or NADP+
P38999,reduction,7.0,,1,,Oxidoreductases,CH-NH group of donors,NAD+ or NADP+
P39002,,7.7,,1,,Ligases,carbon-sulfur bonds,
P39007,,7.1,,1,,Transferases,Glycosyltransferases,
P39040,,7.75,,1,,Oxidoreductases,sulfur group of donors,NAD+ or NADP+
P39045,,7.0,,1,,Hydrolases,peptide bonds (peptidases),
